"","Domain","Phylum","Class","Order","Family","Genus","Species"
"03b74cc3a94e00f5c452ccb09764acaf","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"4e53583e167cf6419c3add723f538b96","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"9c6d24cd0f20674ec9ff863aa34d98f4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"3569638ef99ff21371c043793343e5aa","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"36f8d832ef526a7204728310a560a3a2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"3aba47041dba697ed99c1802a30366ae","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"373d98f06af5b199bd9671b57bdad545","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Finegoldia",NA
"bcc7ba6d59227a8b8b6b52b199114f6d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Ezakiella",NA
"452bb8f858c11e9e5276b10d432ac72f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Ezakiella",NA
"cf239ff6fe9f486988ebb8e0dbdb5e06","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Ezakiella",NA
"be3bd1a8ea5099f53d2ca076e07f9616","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"0c3761a4713f9b44f6057ecc0d098cb6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"8cf0b259328f8398e33f7019ab6a4028","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Anaerostipes",NA
"bebc507a296aa0eea4ce6504e902fae4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__S5-A14a",NA
"6c7dd80f2b558a5aeb233e5ee4bddae3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__S5-A14a",NA
"877315d59492cf0350b46ad56e5eccb3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__S5-A14a",NA
"9cfa705d141ca954e3c7a9c84ce3fd76","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__S5-A14a",NA
"21f1b4b5ea04584de3283d1a7f4bf2d1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"d4a6fc1ad41e41b4add180360d298193","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"69c588a922cfc1cba2f323fd02e80dd1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"68dfdac2435861413b925401af610e3e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"3baeb8554ad050e1fc66c1f08d7c1898","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"cbc4d4e57969734cd475cc6254ae80d9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"91a87325405bbe801e6b80e84794a59c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"b74dd9cd34df6891fdc828f154d53988","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"ea2a673bc7b9b0c919fc60f6ceeb9a38","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"811d60c83464c30661aeb90e9175dce5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"e6516fc693692db331d73c5bec9e7c5f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"a551a350cdd317e276397ef44945d2d4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"51dc07262c21a0077c1a196ab699419c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"2ecf415d4e959e0e06df87c169431797","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"6199298cad300295cb13ccbc531e39d9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"46eb13f515b6266de375f14d2d1546ef","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"5e66f4697562aa64f842d406c92ed527","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"9dd272b5c28ba0f304c0eafbb994ade4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"dccb42890a263bebddc12e352d81619c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"f769025ae5e54c2b1c149e59018be56b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"e327335ca2074001a6e25bc146d2542e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"ef49607d751dc922cd8c46b540b7d7ce","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"75997a08618d08d558aa721210b8112d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_ventriosum_group",NA
"067612e1d3add7fd594da3fd1d4a459c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"55b258d2c2539bcd35bd8f78c122c221","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"0c2f46aedbaa977e11fefd1a7c27346f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Anaerobutyricum",NA
"6b14bc68345db7318857e4fbc8fa73a6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__S5-A14a",NA
"b3d1a35ff6275bd84a3170600317c51d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Helcococcus",NA
"fa7aaeee2e25254ebc45f44b8fdd9400","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Helcococcus",NA
"0fa9462ab4bfe9aeeec091bcbfcb736b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Helcococcus",NA
"7060e7b21f9c19952009d21b2d236e61","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Helcococcus",NA
"7bb008aad205caa3075d52b360ce5265","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Helcococcus",NA
"9b2bba6002b180353be20d18a7bee580","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Family_XIII_AD3011_group",NA
"a0dd0ec9161b03ce1d71859319ffaf25","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"43dc4561632b971be06fe9603e0864ad","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Senegalimassilia",NA
"b11b4968a2ddc871a5f91cf56ea07d6f","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Senegalimassilia",NA
"dfe0e0e7630230596f8854947f6d9992","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Senegalimassilia",NA
"8a8da7ba9b5946eeae261e1bdc500e02","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Senegalimassilia",NA
"22231f13149960caa85d3d290c78551c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"6da2b787d29350a11f29bcb992887a84","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"2907038d640c890ff51b3fad9fd0237a","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"10af7b52e576ded2cbc4af8a8b7ca08a","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"bd7ee77dfc1987e926099055b2a83f54","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"42a2c12c67b5acbd461910e319576798","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Parolsenella",NA
"1d0e6365011bb21f43c573b8c7720c2a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenellaceae_R-7_group",NA
"5d99add592d5009e188485b69d079231","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Ezakiella",NA
"02386ca8be00495df6f5b4d61e6b7aa2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"28b12ed39770813f6b875412d6115a95","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"46726cf67d7bf5efa66244a90c609847","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"fb49838a6bab163da304d5273d0b6d4f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"a2ad0ce8a8de7e7d568c2f42f55f806f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"d6e501b826917ee50ace36ea08895546","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"bb26683183ae015988fada1b63039900","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"77f51f296c392a23a054066bdccf5c33","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"8ce96f0aec646f921406d56e467bba5b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"5dbc25711b2f0d6295b38ee40732c42f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"394a80fe8af51af5e4709861c567679e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"e48851a0c52c0fb531f1dc3c39635611","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Senegalimassilia",NA
"b243168b3650201a1e73fb2560cf36de","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"a7995726f2069aad9903be8277ccd82e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"ed1425e35b46d5aa85a334275c219704","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"b70d0dba7870afb180003e4ae129d50b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Mediterraneibacter",NA
"1588bd31d300ad94f5e4cb02a5895e6c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"4e5d7297fee09f92b0f59db9036f8e7c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Mediterraneibacter",NA
"8776f1a5d8031d824c582fe91339089d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_ND3007_group",NA
"6a036f41e69e93480acf54871c6073cb","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriales_Incertae_Sedis"," g__Incertae_Sedis",NA
"102498223efbacf500120e1fedf355e1","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriales_Incertae_Sedis"," g__Incertae_Sedis",NA
"691d966713431b2be792274706d97c01","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"0598b919c68ace73a724cd2149fe4a84","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"e200563881cfa9dad29c523910c54828","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Anaerobutyricum",NA
"287cffe6cc35afc7858ae2b669d7ecd9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"460950629f7b441c2db9e4888951abf2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Mediterraneibacter",NA
"e5d5a4ed014ac7958d8e5f7165945fc2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Anaerococcus",NA
"07bcbecad923cc654cad9712fb637000","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Coprococcus",NA
"d898019fa3044c53bf93620f8988f794","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"b19e72f2c7849f78f427c04a54c9349e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"8264fe6d6b46a90ac64f7ac632f1cf84","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Coprococcus",NA
"2106e813b696fed2827af06c01cd67e0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Anaerobutyricum",NA
"bb16007c5c4ec3ba488b3d80dcbaf637","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"288c041a87899897420eaa8260f30c58","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Mediterraneibacter",NA
"d1f1cb66936ca054e58451009ec66177","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Staphylococcales"," f__Gemellaceae"," g__Gemella",NA
"cde62def9f8ce76681e4c2e4a5954edc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"3e4734ab540f4c6941302080a183c269","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Bacteroidaceae"," g__Bacteroides",NA
"3e6d25a331ebc127254f775ade7a4dfb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"939281c199aaaf6fe45afda19513001e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"244024665340d771a5fbf343268217e5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"5a851aa094cc3790718712c8d688fdca","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"cfada9ef428cacbc430070357e107d60","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"9d2c2b35aa9b0457a52083b77116a7f9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"a29a27a45a6225848465b222e6e98ab5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"5b94f734bba506f087ebbe015bcdbf09","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"7df9284929da30a86adb0959d05a30c8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"2440362c889061ed1e3336b6294559b9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"b9f01eea8aeb08c08d2c69518686e54d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"a23abe0592b86ba23a15515ef8e65e08","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"0ac9aa288f07b5a6d86f1ddd3a6f4851","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"9fa89e0d45bbce3de1aa266cd73ff2bc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"02db47e39d747fc2544d497d59ef72c7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"6b41cd57a07661d24eef59ac12867d09","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"955125841b4e61ef8dfa646727b79d00","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"13657021720fb9a2560c89f039e62a1b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"ffcc7e5bf420ec49a7b22fe511713a6a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"bcdbd6a7ee543fa3fd49e952ddb0eaa9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"976e890e11acba2bbcd4453606250bee","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_UCG-004",NA
"979acc08db143968f70a979ef8bddb74","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"82e57634993b3344e3e2fe4054541e86","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Ligilactobacillus",NA
"04116d00c71e1cec60946ce91f33aa32","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"4a17c2d862506fc79a8637b909a41103","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"649ce27c2bb04e3c0cb3da03c50cb6d7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"77784d38d121a97f3b628e0fc4b0716a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"90cc5e39fa046091c8471e4ca3724ef8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Roseburia",NA
"bcc20684fed22d41fc80b4238f2493ee","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"1360fcd086b1449cec97018806fe5b10","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"61c8e69c981c85d03e607526f662aa50","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"f4ff66cc2123c927c1573ccfd38a416f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"438cb6508f2db77824d4ac29d59a44d5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"099c6fc1c2acc48a7eaf26d94d9a467e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"824c398b19885e8ae6265db998f9390b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"80dc33acfdaebe83de570ec8fefd624e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"1d26df1dbff9ffb02e573fc912e850d2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"5193242ec765aebe9b6bebf2b76f1415","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"8fdef87df9392c9e1a3318d3699f8ebf","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"5f7c90ff90bf592ee815342989a55c98","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"00adc293d085680b6e6cfb1ca66f3a40","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"9f8d69cfe4a58d3c6a200ef81a2c6a9e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"44a237ab4c33d4dbf91a1f926063dc9c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"5beace69391ba5470219c526070e978d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"c08108b3bacc2f1d010f896c9e001e63","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"3ab86956c75e6609ec0d40bb555a47fa","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"c6f4a680e9403ffebb9bb2ed9e2a8495","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"45cd32b7135a0c83e760ff3ecc2c972e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"7ee71edd4dabc3920a0f2c76441e0f51","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"d00543d8297858e5fa92233bead584fb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"f25c8318948d017129fa55df7333e817","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"6eea0faa6f8a6b9b3699f55eff553034","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"1f7a208ca1782da962a6cb106bcdf4e3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"6277f8747c0692fcb2b7352ba3d33c6f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"8a9227297da6a80343f934a04bbb6586","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"a60d8722fdd6a0992c78eded6aac8a6d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"7b95952a61f8abca1ba0b72e5cda77f6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
"e26a7e7cd121ac63b7e4b988b77656be","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Agathobacter",NA
